unique Id,transcription
Rodrigo_00464_03,daron El nombre e dixeronla doña Vrraca e casso con el cō
Rodrigo_00464_04,de de barcelona don Raymonte. E quando esta donzella fue
Rodrigo_00464_05,de edad para cassar luego se torno el rei don Ramiro a su mo
Rodrigo_00464_06,nesterio. E mientra qe fue rei Acordosse muy bien de su mo
Rodrigo_00464_07,nesterio e dotolo de muchas yglesias y de muchas possessio
Rodrigo_00464_08,nes En Aragon e en Nauarra. e alas oy dia aquellas posse
Rodrigo_00464_09,ssiones el monesterio sobredicho -
Rodrigo_00464_10,187 ¶ Agora cuenta la historia del a
Rodrigo_00464_11,yuntamiento del reyno de Aragon e del conda
Rodrigo_00464_12,do de barcelona e de los fijos del conde e de la
Rodrigo_00464_13,Reyna -
Rodrigo_00464_14,dOña Vrraca fija del rei don Ramiro el monje e
Rodrigo_00464_15,ra cassada con don Remonte Conde de barcelona e
Rodrigo_00464_16,quando El rei se torno al monesterio ayuntaronse el reyno y el
Rodrigo_00464_17,condado En vno. E el conde don Remonte ouo de la reina dos
Rodrigo_00464_18,fijos e vna fija. don alfonso e don sancho e doña dulcina //
Rodrigo_00464_19,Esta doña dulcina Casso con el rei don sancho de portugal de
Rodrigo_00464_20,quien fablaremos Adelante. Don Sancho fijo del conde y
Rodrigo_00464_21,de la reyna doña vrraca casso con doña Sancha fija del con
Rodrigo_00464_22,de don nuño de Castilla e ouo della vn fijo a que dixeron don
Rodrigo_00464_23,Nuño qe murio sin fijos. E don Alfonso que era El mayor reino
Rodrigo_00465_00,En Aragon despues de la muerte del padre e de la madre e e
Rodrigo_00465_01,n el condado de barcelona e fue muy noble y muy granado
Rodrigo_00465_02,e amador de sus gentes e fizo otrosi muchas cossas En el con
Rodrigo_00465_03,dado de proencia qe era suyo. este poblo a teruel e muchos o
Rodrigo_00465_04,tros castillos e caso con doña sancha fija del Emperador de
Rodrigo_00465_05,España qe la ouiera En la Emperatriz doña rica qe fue fija
Rodrigo_00465_06,del duque de poloña. e ouo della tres fijos a don pedro e a don
Rodrigo_00465_07,Alfonso e a don fernando e tres fijas a doña costança e a do
Rodrigo_00465_08,ña leonor e a doña sancha. e a don Alfonso dio El condado de
Rodrigo_00465_09,proencia e fue bueno y noble e granado e casso con la nieta
Rodrigo_00465_10,del conde don folqueros e ouo della vn fijo qe Agora es conde e
Rodrigo_00465_11,principe de proencia qe es noble y entendido e gano muchas
Rodrigo_00465_12,cibdades e muchos Castillos qe otro tiempo fueran del su con
Rodrigo_00465_13,dado e casso con doña beatriz fija del conde de maurian e
Rodrigo_00465_14,ouo della quatro fijas la vna casso con don luis rey de francia
Rodrigo_00465_15,e la otra con don Enrrique rey de inglaterra. E doña costan
Rodrigo_00465_16,ça fija del rei de Aragon Casso con el rei de vngria e muer
Rodrigo_00465_17,to el rei tornosse A aragon e el rei don pedro diola por mu
Rodrigo_00465_18,ger a don fadrique rei de Sicilia qe fue despues emperador
Rodrigo_00465_19,y su hermano El conde don Alfonso de proencia passo con ella
Rodrigo_00465_20,la mar. E ella cassada con don fadrique murio El conde don
Rodrigo_00465_21,Alfonso e muchos otros de Aragon qe fueran con la reina e
Rodrigo_00465_22,con el conde e otrossi Algunos de Cataloña qe fueran con ellos e
Rodrigo_00465_23,don frederic ouo della fijo a don Enrrique qe Casso despues
Rodrigo_00465_24,con la fija
Rodrigo_00466_00,"con la fija del duque de Austria, mas porque se leuanto con"
Rodrigo_00466_01,tra su padre prissolo el padre e tuuolo presso fasta qe murio -
Rodrigo_00466_02,188 ¶ Agora torna la historia A contar
Rodrigo_00466_03,del rei don Pedro de Aragon de de la su muerte -
Rodrigo_00466_04,mVrio el rei don Alfonso de Aragon e Reino su fijo
Rodrigo_00466_05,don pedro qe era el mayor. Este rei don pedro era
Rodrigo_00466_06,muy noble y mucho Enseñado franco e muy granado e assi
Rodrigo_00466_07,que do quier que podia Auer dineros o oro o plata todo lo daua
Rodrigo_00466_08,muy de grado a los Caualleros. e quando non lo podia auer em
Rodrigo_00466_09,peñaua muchas vezes villas y castillos a quien le Empres
Rodrigo_00466_10,tasse por amor de Auer que dar. e las sus manos qe eran mucho
Rodrigo_00466_11,vsadas a dar qe non las fallassen vazias el que lo ouiesse menes
Rodrigo_00466_12,ter. Este rei don pedro de Aragon pusso Su Amor con el rei don
Rodrigo_00466_13,alfonso el noble de Castilla y guardogelo siempre muy bien e
Rodrigo_00466_14,fue con el vencedor en la muy famossa lid de las nauas de to
Rodrigo_00466_15,lossa a que dizen la de vbeda segund qe mas largamente con
Rodrigo_00466_16,taremos adelante. Este rei don pedro de Aragon tomo el casti
Rodrigo_00466_17,llo a que dizen aviudeymus e otros qe libro de poder de los moros
Rodrigo_00466_18,Este casso con doña maria fija del principe don guillen señor
Rodrigo_00466_19,de monpesler e de la fija del Emperador de Constantinopla e
Rodrigo_00466_20,ouo de Aquella reina doña maria vn fijo a que dixeron don jay
Rodrigo_00466_21,me. Este rei don pedro fue a la corte de roma En tiempo del pa
Rodrigo_00466_22,pa Innocencio tercero e coronolo El papa En la yglesia de Sant
Rodrigo_00466_23,pancratio. E despues a tiempo acontescio qe el obispo de narbo
Rodrigo_00467_00,na don Arnalte traxo grandes compañas de francesses
Rodrigo_00467_01,cruzados contra la prouincia de narbona donde Auia mu
Rodrigo_00467_02,chos herejes qe denostauan El nombre de dios. E el conde
Rodrigo_00467_03,de Tolosa era En defenderlos como quier qe el En si non fuesse
Rodrigo_00467_04,hereje. E el rei don pedro de Aragon fue a Ayudar al conde de
Rodrigo_00467_05,tolosa. Ca el conde de tolossa don remonte Era cassado con do
Rodrigo_00467_06,ña leonor hermana del rei don pedro de Aragon e don re
Rodrigo_00467_07,monte fijo del conde don remonte de tolossa era cassado con
Rodrigo_00467_08,otra hermana del rei don pedro a que dezian doña sancha
Rodrigo_00467_09,E desta doña Sancha ouo don Remonte vna fija qe fue
Rodrigo_00467_10,cassada con don Alfonso hijo de don luis rei de francia e
Rodrigo_00467_11,por esta razon sobredicha ouo el rei don pedro de Aragon de
Rodrigo_00467_12,yr a Ayudar al conde de tolossa e lleuo consigo pocos de Aragō
Rodrigo_00467_13,e muchos Catalanes. E el conde de ffox fue ay con el rei don
Rodrigo_00467_14,pedro de Aragon e muchos ricos homes de la francia de los
Rodrigo_00467_15,godos e lidiaron con los francesses Cerca murea. e fue co
Rodrigo_00467_16,mo dios touo por bien. e murio el rei don pedro e los Ara
Rodrigo_00467_17,gonesses Ca ellos solos estuuieron En el campo. Ca el conde
Rodrigo_00467_18,de tolossa y el conde de ffox fuyeron e algunos Catalanes
Rodrigo_00467_19,fuyeron con ellos. E el rei don pedro Era muy Catholico e
Rodrigo_00467_20,Ciertamente non yua por Ayudar nin por defender los ere
Rodrigo_00467_21,"jes, mas Auia a Ayudar al conde de tolossa por el debdo qe"
Rodrigo_00467_22,auia con el e con su fijo segund dicho es Encima. E muerto
Rodrigo_00467_23,el Rei don pedro soterraronlo En sexena donde su madre la
Rodrigo_00467_24,Reina do
Rodrigo_00468_00,Reina doña Sancha fiziera monesterio de la orden del hos
Rodrigo_00468_01,pital E era de dueñas de aquella orden. E murieron con el rei
Rodrigo_00468_02,don pedro En Aquella fazienda de los ricos homes de Aragon
Rodrigo_00468_03,aznar pardo e pero pardo su hijo e gomez de luna e don mi
Rodrigo_00468_04,guel qe era de los mayores y de los mejores de Aragon. esta
Rodrigo_00468_05,lid fue En la hera de mill y dozientos y cinqta y dos años -
Rodrigo_00468_06,189 ¶ Agora cuenta la historia del rey
Rodrigo_00468_07,don jayme e de sus fijos e de las sus grandias -
Rodrigo_00468_08,mVerto el rei don pedro de Aragon reino su fijo dō
Rodrigo_00468_09,Jayme qe era avn pequeño e dieralo el rei don pedro
Rodrigo_00468_10,su padre a criar al conde de monteforte. E era otrosi desposa
Rodrigo_00468_11,do con su fija deste mesmo conde. mas porque este conde don
Rodrigo_00468_12,Simon Conde de monforte diera al rei don pedro Razon de
Rodrigo_00468_13,morir En la lid de murel mando la iglesia de Roma qe diesē
Rodrigo_00468_14,el ynfante don jaime a sus naturales. e fizolo Entregar el
Rodrigo_00468_15,Cardenal don pedro de benauente por mandado del papa
Rodrigo_00468_16,a sus naturales. E todo esto fue procurandolo don yspan obis
Rodrigo_00468_17,po de segorba qe trabajo En ello quanto pudo a su despensar
Rodrigo_00468_18,e con su persona. Este ynfante don jayme luego qe fue En po
Rodrigo_00468_19,der de sus naturales fizieronlo rei de Aragon y casso con doña
Rodrigo_00468_20,leonor fija del rei don Alfonso el noble de Castilla e dexa
Rodrigo_00468_21,rala el padre donzella quando murio e ouo della vn fijo
Rodrigo_00468_22,"a que dixeron don Alfonso, mas despues fueron partidos por"
Rodrigo_00468_23,Juizio de la Yglesia porque Eran parientes. Enpero don Juan
Rodrigo_00469_00,Cardenal de Roma qe era legado e que diera la sentencia
Rodrigo_00469_01,del partimiento entre ellos legitimo el fijo. Este rei don
Rodrigo_00469_02,Jaime Era de gran coraçon e auia muy grand voluntad
Rodrigo_00469_03,y talante de ygualar su honrra a la honrra de sus Antece
Rodrigo_00469_04,ssores en buenas obras y en grandes fechos. E començo de
Rodrigo_00469_05,guerrear contra los moros y gano dellos el castillo de buria
Rodrigo_00469_06,na e gano otros Castillos e villas muchas de los moros
Rodrigo_00469_07,despues Ayunto muchas gentes de toda la ribera del su rey
Rodrigo_00469_08,no e fue contra las yslas qe eran cerca del y fue a cercar
Rodrigo_00469_09,A mayorgas cibdad grande e noble e poderossa e affincola
Rodrigo_00469_10,tanto e dios que lo Ayudaua e mato al rei de la villa e fas
Rodrigo_00469_11,cas todos los moros muertos gano la villa como quier qe perdio
Rodrigo_00469_12,ay mucha de su gente E gano otrosi minorgas e yuiça e dexo
Rodrigo_00469_13,gouernadores y defensores En mayorgas e En minorgas y en
Rodrigo_00469_14,"Yuiça e tornosse para Aragon, e non se touo por Entrego de"
Rodrigo_00469_15,Vn Reino. E enderesço contra el reyno de Valencia en que
Rodrigo_00469_16,Auia muchos e muy fuertes lugares e çerco la cibdad de
Rodrigo_00469_17,Valencia y tanto la combatio fasta qe la gano. e como quier
Rodrigo_00469_18,qe el rei don Jaime fazia todas estas cossas con todo esso siem
Rodrigo_00469_19,pre tenia que non Auia nada fecho pues le fincaua alguna
Rodrigo_00469_20,cossa qe fiziesse. E por ende trabajo despues qe tomo A valen
Rodrigo_00469_21,cia En como ganasse todos los otros lugares de Enderredor
Rodrigo_00469_22,assi que fasta todo el reino de Valencia a tanto afinco los
Rodrigo_00469_23,"moradores de la tierra guerreando y matando, e por esto"
Rodrigo_00469_24,qe gano
Rodrigo_00470_00,qe gano Amanso todos sus Enemigos e ouo paz En su trrā
Rodrigo_00470_01,e folgo su coraçon pues non Auia con quien guerrear de dere
Rodrigo_00470_02,cho. E el rei don Jayme despues qe fue partido de la prime
Rodrigo_00470_03,ra muger por la yglesia tomo otra muger a que dezian doña
Rodrigo_00470_04,yolante fija de don Andres rei de Vngria e de la ympera
Rodrigo_00470_05,triz doña yolante qe fuera Emperatriz de Constantinopla
Rodrigo_00470_06,qe era del linaje de los reyes de francia. E ouo el rei don jai
Rodrigo_00470_07,me de su muger doña yolante vna fija a qe dixeron doña y
Rodrigo_00470_08,olante como a su madre. Esta doña yolante casso con don
Rodrigo_00470_09,Alfonso fijo mayor del rei don fernando Rey de Castilla
Rodrigo_00470_10,de leon de gallizia de Cordoua de murcia de Jaen qe Agora
Rodrigo_00470_11,reina. Ouo otrosi el rei don Jaime otros fijos pequeños de la
Rodrigo_00470_12,dicha doña yolante e dios los bendiga e los Enderesce amē -
Rodrigo_00470_13,190 ¶ Agora torna la historia a con
Rodrigo_00470_14,tar del Casamiento del rei don fernando con
Rodrigo_00470_15,la hermana del rei don bermudo e de la muer
Rodrigo_00470_16,te del rei don Sancho rei de Castilla e de nauarra.
Rodrigo_00470_17,gRand tiempo ha qe nos partimos de la histo
Rodrigo_00470_18,ria del rei don sancho e de sus fijos e agora es me
Rodrigo_00470_19,nester qe nos tornemos a ella. El rei don sancho de castilla
Rodrigo_00470_20,e de Nauarra despues qe ouo Ensanchado su tierra e puso paz
Rodrigo_00470_21,Y sosiego entre sus fijos mouio guerra contra el rei don bermu
Rodrigo_00470_22,do de leon e gano muchos lugares del reino de leon. E acaescio
Rodrigo_00470_23,vn dia qe este rei don Sancho Andando A caça por tomar pla
Rodrigo_00471_00,zer fallo Vn Jauali y començo A yr En pos del. E el puer
Rodrigo_00471_01,co mettiosse por vn lugar yermo qe fuera despoblado de tpō de
Rodrigo_00471_02,moros e aun En Aquel tiempo assi estaua despoblado don
Rodrigo_00471_03,de Agora dizen Palencia y el puerco Enderesço por vna cue
Rodrigo_00471_04,ua adentro e el rei descendio del cauallo y entro En pos del
Rodrigo_00471_05,y fallo qe Aquella Cueua era como edificio de yglesia e dē
Rodrigo_00471_06,tro estaua vn Altar y estaua Ay scripto este Altar es de
Rodrigo_00471_07,Sancto Antolin martir y el jauali mettiose Cerca del altar
Rodrigo_00471_08,y el rei blandio El venablo por ferir el jauali e firiolo dios
Rodrigo_00471_09,al rei assi qe el Jauali escapo Ca sse seco el braço al rei En ma
Rodrigo_00471_10,nera qe el puerco escapo En saluo y fuesse su Carrera. E el rey
Rodrigo_00471_11,quando se sintio maltrecho tornosse a fazer oraçion e rogar
Rodrigo_00471_12,mucho a Sancto Antolin martir e fecha la oracion fue
Rodrigo_00471_13,luego guarido y salio de alli e mando qe luego fiziessen
Rodrigo_00471_14,y poblassen alli la cibdad como Ante solia ser e pusole su
Rodrigo_00471_15,nombre palencia y mando hazer la iglesia Cathedral
Rodrigo_00471_16,sobre aquella Cueua y pusole nombre santo Antolin e
Rodrigo_00471_17,embio al papa qe touiesse por bien qe fuesse Obispado e que
Rodrigo_00471_18,diesse Ay obispo e dio A la iglesia e al obispo toda la cibdad
Rodrigo_00471_19,libre y cumplidamente con todos sus terminos para siempe
Rodrigo_00471_20,E assi la ha oy dia e diole otras possessiones e otros muchos
Rodrigo_00471_21,lugares de que es oy dia señora la iglesia de palencia. E
Rodrigo_00471_22,los Ricos homes de tierra de leon veyendo el mal y gran da
Rodrigo_00471_23,ño qe el rei don Sancho fiziera e fazia En el reino de leon fa
Rodrigo_00471_24,blaron
Rodrigo_00472_00,Fablaron con el rei don bermudo e consejaronle qe diesse su
Rodrigo_00472_01,hermana doña Sancha qe era donzella muy fermossa a mara
Rodrigo_00472_02,uilla En cassamiento al rei don fernando fijo del rei don Sā
Rodrigo_00472_03,cho e don bermudo tuuolo por bien y vino de galizia a leon
Rodrigo_00472_04,e fizo las sus bodas muy ricas e muy complidas e dio muchas
Rodrigo_00472_05,Joyas e muy granadas A ricos homes E A caualleros tambien
Rodrigo_00472_06,de Castilla como de leon E el rei don sancho dio a su fijo don
Rodrigo_00472_07,hernando todo quanto tomara del reino de leon allende de
Rodrigo_00472_08,pisuerga. E otrossi a su muger doña sancha En casamiento otor
Rodrigo_00472_09,gandolo el rei don bermudo de leon. E en aquel tiempo don
Rodrigo_00472_10,garcia A quien fuera dado el reyno de Nauarra auia fecho //
Rodrigo_00472_11,voto de yr En Romeria a Sant pedro de Roma e fuesse քa
Rodrigo_00472_12,alla e demientra el alla murio Aca el rei don sancho su padre
Rodrigo_00472_13,qe era muy viejo E Auia reinado treinta y cinco años era de
Rodrigo_00472_14,mill y tres años. Y el rei don fernando su fijo soterrolo mucho
Rodrigo_00472_15,honrradamente En el monesterio de Oña.-
Rodrigo_00472_16,191 ¶ Agora cuenta la historia de co
Rodrigo_00472_17,mo el rei don grā de Nauarra vencio al rei
Rodrigo_00472_18,don Ramiro de Aragon su hermaño =
Rodrigo_00472_19,eNtre tanto qe don grā era En la corte de Roma su
Rodrigo_00472_20,hermano don Ramiro qe heredara el reyno de ara
Rodrigo_00472_21,gon que le diera su madrastra puso paz con los reyes de Çaragoca
Rodrigo_00472_22,y de huesca e de tudela e mouiosse muy sin Razon e sin dere
Rodrigo_00472_23,cho Contra su hermano don grā a quien pertenescia el reyno
Rodrigo_00473_00,De Nauarra. E quando don garcia se torno de su Romeria
Rodrigo_00473_01,fallo qe don Ramiro su hermano se llamaua rei de nauarra
Rodrigo_00473_02,e de Aragon e qe tenia cercada a Cafalla con grand gente e
Rodrigo_00473_03,el rei don grā como era de grand Coraçon tomo la gente qe
Rodrigo_00473_04,pudo hazer e dio vna mañana sobre el real de don Ramiro
Rodrigo_00473_05,"e reboluiolos de guissa qe el rei don Ramiro ouo de fuyr, Ca"
Rodrigo_00473_06,assi vino el rei don grā a desora. E onlo Cuidando ninguno
Rodrigo_00473_07,qe el rei don ramiro nin ome suyo non se pudieron Acorrer nin
Rodrigo_00473_08,prestar de las Armas. E el rei don Ramiro fuyo En paños de
Rodrigo_00473_09,lino y descalço. e lançosse encima de vn cauallo sin freno mas
Rodrigo_00473_10,con cabresto. E el rei don garcia matto tambien en los reyes
Rodrigo_00473_11,"qe Vinieran a Ayudar a don Ramiro, como En las otras gen"
Rodrigo_00473_12,tes y tomoles las tiendas y todo quanto tenian e finco vē
Rodrigo_00473_13,çedor e honrrado. e el rei don grā tomo al rei don Ramiro
Rodrigo_00473_14,todo quanto le diera su padre saluo sobrarue e ribagurcia -
Rodrigo_00473_15,192 ¶ Agora cuenta la historia d la
Rodrigo_00473_16,muerte del rei don bermudo de leon -
Rodrigo_00473_17,nAscio despues Entre el rei don fernando de Casti
Rodrigo_00473_18,lla y el rei don bermudo de leon gran Contienda
Rodrigo_00473_19,"Y la razon de la discordia fue esta, El rei don Alfonso padre"
Rodrigo_00473_20,del rei don bermudo era moço pequeño quando Començo a
Rodrigo_00473_21,reinar. Y el rei don Sancho padre del rei don fernando to
Rodrigo_00473_22,marale toda la tierra desde Ceya contra Castilla. e el rei
Rodrigo_00473_23,Don sancho y el rei don bermudo dieran Aquella tierra qe era
Rodrigo_00473_24,En conti
Rodrigo_00474_00,En contienda a don fernando hijo del rei don sancho de casti
Rodrigo_00474_01,lla e a doña Sancha hermana del rei don bermudo en cassa
Rodrigo_00474_02,"miento, assi que el rei don fernando era En pacifica possessiō"
Rodrigo_00474_03,"de toda aquella tierra. e muerto el rei don sancho, el rei dō"
Rodrigo_00474_04,bermudo Acordosse de los tuertos qe recibiera de Castilla e
Rodrigo_00474_05,non quisso guardar la postura e quiso tomar lo que diera a
Rodrigo_00474_06,la hermana e al cuñado. Y el rei don fernando supolo y em
Rodrigo_00474_07,bio a llamar al rei don grā de nauarra su hermano e ve
Rodrigo_00474_08,nieron contra el rei don bermudo qe veniera con todo su podr
Rodrigo_00474_09,a llantada qe es vn lugar cerca pisuerga e alli se llegaron
Rodrigo_00474_10,los reyes con sus Cauallerias e lidiaron En vno e murierō
Rodrigo_00474_11,muchos de la vna parte y de la otra. E el rei don bermudo
Rodrigo_00474_12,estaua En vn cauallo muy Valiente e muy ligero e fian
Rodrigo_00474_13,do del Cauallo mettiose por las hazes muy sin miedo como
Rodrigo_00474_14,ardid buscando al rei don fernando por lo ferir con la espa
Rodrigo_00474_15,"da, mas el rei don fernando y el rei don grā Amos herma"
Rodrigo_00474_16,nos qe non Eran menos Ardides venieron de Cuesta con
Rodrigo_00474_17,tra el e andando el rei don bermudo A vn cabo e a otro quā
Rodrigo_00474_18,to el cauallo lo podia traer dieronle de vna lança e cayo
Rodrigo_00474_19,e fue sin vida e sin honrra de la fazienda e muchos de sus
Rodrigo_00474_20,"vassallos qe se allegaron alli sobre el, murieron Ay con el. e"
Rodrigo_00474_21,en aquel puncto e en aquel lugar qe perdieron el señor sus
Rodrigo_00474_22,vasallos tomaron el cuerpo del rei don bermudo e lleuarō
Rodrigo_00474_23,lo a leon e soterraronlo con su muger la Reyna doña teresa =
Rodrigo_00475_00,193 ¶ Agora cuenta la historia del a
Rodrigo_00475_01,yuntamiento de los reinos de Castilla y de leon
Rodrigo_00475_02,y de los fijos del rei don fernando -
Rodrigo_00475_03,dEspues desto Era de mill y quinientos y cinquenta y
Rodrigo_00475_04,quatro años pertenesciendo el reino de leon al rei don fer
Rodrigo_00475_05,nando de Castilla por razon de su muger doña sancha Ca non
Rodrigo_00475_06,fincara otro heredero Ayunto grandes cauallerias y enderes
Rodrigo_00475_07,ço contra la cibdad de leon. y ellos por razon de la muerte del rey
Rodrigo_00475_08,don bermudo Ampararonse ya quanto pero que la gano de ligero
Rodrigo_00475_09,qe Aun despues qe la ganaran los moros non la Auian Adobado
Rodrigo_00475_10,y luego qe entro En leon recibieronlo todos En rey e coronolo el
Rodrigo_00475_11,obispo don fernando de leon cinco dias por andar de junio e re
Rodrigo_00475_12,yno quarenta años y seis messes. E assi quedaron las discordi
Rodrigo_00475_13,"as y las peleas de los Castellanos y de los leoneses. E este rey,"
Rodrigo_00475_14,don fernando Confirmo las leyes de los godos e añedio otras
Rodrigo_00475_15,qe entendio qe eran menester para mantenimiento de los pueblos
Rodrigo_00475_16,Este rei don fernando Era muy bueno y derechurero e temia
Rodrigo_00475_17,a dios y era muy noble en todas sus cossas. E ouo de la reina
Rodrigo_00475_18,doña Sancha Ante qe reinasse vna fija a que dixeron doña
Rodrigo_00475_19,Vrraca qe fue muy buena e muy fermossa E despues que
Rodrigo_00475_20,reyno ouo a don sancho e a doña Eluira e fizoles mostrar
Rodrigo_00475_21,a leer e despues qe crecieron fizo mostrar a la dueña la sciencia
Rodrigo_00475_22,a tal muger e Al fijo suyo fizo tambien mostrar fecho
Rodrigo_00475_23,de Caualleria.-
Rodrigo_00475_24,Agora cuen
Rodrigo_00476_00,194 ¶ Agora cuēta la historia de la dis
Rodrigo_00476_01,cordia qe ouo Entre los hermanos el rei de Castilla
Rodrigo_00476_02,y el rei de Nauarra e de la muerte del rei don gar
Rodrigo_00476_03,cia de nauarra -
Rodrigo_00476_04,VEniendo las Cossas todas muy bien al rei don fernā
Rodrigo_00476_05,do / su hermano el rei don grā Començo A auer ymbi
Rodrigo_00476_06,dia e pessarle mucho del bien del hermano. E el rei don garcia
Rodrigo_00476_07,enfermo En najara y el rei don fernando vinolo alli a uer e
Rodrigo_00476_08,el rei don grā penso de fazer maldad y cuidolo alli prender en
Rodrigo_00476_09,najara mas ouo la poridad de ser descubierta e el rei don fernā
Rodrigo_00476_10,do salio del Castillo y fue libre por la grā de dios e tornose para
Rodrigo_00476_11,su tierra e a pocos dias Enfermo el rei don fernando y el rey
Rodrigo_00476_12,don grā vinolo A uer por se purgar del mal que quisiera fazer En
Rodrigo_00476_13,najara. e lo que el penso fazer contra el rei don fernando torno
Rodrigo_00476_14,sobre su cabeça Ca lo prisso el rei don fernando a el y echolo en ł
Rodrigo_00476_15,"Castillo de Ceya, mas a pocos dias falago don grā a las guar"
Rodrigo_00476_16,das y prometioles algo e soltaronlo y fuesse para su tierra y
Rodrigo_00476_17,Començo a buscar como se vengasse e Ayunto grand Caualle
Rodrigo_00476_18,ria de nauarros y de montañeses e de gascones e de moros e
Rodrigo_00476_19,vino Contra el hermano por se vengar. e passo a montedoca
Rodrigo_00476_20,e vino A vn lugar qe llaman oy dia atapuerca. y el rei dō
Rodrigo_00476_21,fernando vino con sus gentes Contra el pero qe le embio sus
Rodrigo_00476_22,mandaderos Adelante al rei don grā su hermano qe por dios
Rodrigo_00476_23,qe se touiesse por Entrego de lo suyo y que ouiessen paz. e el rei
Rodrigo_00477_00,don grā non quiso Ante començo a Amenazar de muy fuertes
Rodrigo_00477_01,amenazas a su hermano El rei don fernando y embio los mā
Rodrigo_00477_02,daderos Sin respuesta y sin honrra. E estando la fazienda ya
Rodrigo_00477_03,a ojo Ca ya querian parar sus hazes. llegaron al rei don grā
Rodrigo_00477_04,los Ricos homes y los Caualleros de nauarra e pidieronle por
Rodrigo_00477_05,merced qe les diesse lo que les tomara y qe les confirmasse sus fue
Rodrigo_00477_06,ros e sus Costumbres. Ca el rei don grā qe era muy grande de
Rodrigo_00477_07,cuerpo e era de grand fuerça e vencia a todos destas dos cosas
Rodrigo_00477_08,de grandia y de fuerça del cuerpo y con estas dos cossas tomaua
Rodrigo_00477_09,soberuia e tiraua A los Caualleros sus possessiones e muda
Rodrigo_00477_10,uales los fueros y las costumbres de la tierra. y el rei don grā
Rodrigo_00477_11,fiando mucho de su fuerça e cuidando por si vencer non quiso
Rodrigo_00477_12,fazer lo que le rogaron los Caualleros porque non cuidassen qe lo
Rodrigo_00477_13,fazia Con miedo de la lid. E quando vieron los fijos de algo
Rodrigo_00477_14,qe les non queria fazer cossa de lo que le rogauan venierō a el
Rodrigo_00477_15,dos caualleros A quien el tomara lo que auian e despidierōse
Rodrigo_00477_16,del y desnaturaronse del otrossi e fueronse para el rei don fer
Rodrigo_00477_17,nando. E vn Amo que lo criara veyendo estas cossas como
Rodrigo_00477_18,era cuerdo y Entendido e bueno e leal començo a llorar e a
Rodrigo_00477_19,dezir al rei qe otorgasse lo que le pedian aquellos ricos homes
Rodrigo_00477_20,y qe Ansi Auria los coraçones de los suyos. E el rei don grā como es
Rodrigo_00477_21,taua muy Endurescido En mal non quiso fazer cossa de quanto
Rodrigo_00477_22,le rogauan. Estonçes dixole su Amo Agora Entiendo señor
Rodrigo_00477_23,qe el dia de oy seras vencido y deshonrrado mas yo morre an
Rodrigo_00477_24,te porque
Rodrigo_00478_00,te porque te non vea morir pues te crie con tanto affan E
Rodrigo_00478_01,quando las fazes se allegauan vnas A otras para lidiar a
Rodrigo_00478_02,quel su Amo del rei don grā dexo la capellina y la loriga y el
Rodrigo_00478_03,escudo e fue En paños e non lleuo sino la lança y el espada
Rodrigo_00478_04,e pusose en la primera haz A muerte por tal qe le matassen en
Rodrigo_00478_05,los primeros porque non viesse la muerte de su criado nin fue
Rodrigo_00478_06,sse testimonio del quebranto de la gente. E bueltas las hazes
Rodrigo_00478_07,y matandosse los vnos con los otros crudamente Començarō
Rodrigo_00478_08,los castellanos a vencer Ca eran mas y podian mas e el rei
Rodrigo_00478_09,don garcia non Auia los coraçones de los vasallos. estonces
Rodrigo_00478_10,Caualleros qe fueran de la compañia del rei don bermudo los
Rodrigo_00478_11,quales tomaran denoche ascondidamente vn cabeço qe era
Rodrigo_00478_12,Encima de la faz de los nauarros con los dos caualleros que
Rodrigo_00478_13,se despidieran del rei don grā e se desnaturaran del Enderes
Rodrigo_00478_14,çaron contra las hazes del rei don grā e rompieron la haz
Rodrigo_00478_15,y llegaron al lugar donde estaua el rei don grā e vno de a
Rodrigo_00478_16,quellos dos Caualleros dio vna lançada al rei don garcia
Rodrigo_00478_17,e cayo luego En tierra y murieron Ay con el dos ricos homes
Rodrigo_00478_18,de nauarra qe estauan Ay cerca del. E el rei don fernando
Rodrigo_00478_19,estando mucho Alegre porqe venciera e fuyeran todos los
Rodrigo_00478_20,nauarros y todos los otros qe eran de su parte. pero con todo esso
Rodrigo_00478_21,membrosse del rey don grā como Era su hermano e pessole de su
Rodrigo_00478_22,muerte y mandolo tomar e poner En muy fermosso ataud co
Rodrigo_00478_23,mo pertenescia A rei e mando q home del mundo non matasse
Rodrigo_00479_00,los christianos qe fuyan qe Christianos y naturales eran en
Rodrigo_00479_01,pero que los moros que venieran En su Ayuda qe no escapasse
Rodrigo_00479_02,dellos vno tam solamente qe no fuessen muertos o cautiuos si
Rodrigo_00479_03,ser pudiesse. e mando estonçe el rei don fernando qe lleuasē
Rodrigo_00479_04,El cuerpo de su hermano el rei don grā A najara e que lo Ente
Rodrigo_00479_05,rrassen En el monasterio de sancta maria de najara que el rei
Rodrigo_00479_06,don grā mesmo fiziera y dotara de muchos heredamientos e
Rodrigo_00479_07,granadas donas y muchas -
Rodrigo_00479_08,195 ¶ Agora cuenta la historia como //
Rodrigo_00479_09,Reino el rei don fernando solo En los reynos e
Rodrigo_00479_10,de como gano el reyno de portugal y como par
Rodrigo_00479_11,tio los reinos -
